	Tbet	CD27	CD223	CD25	CD197	CD8a	CD152	CD103	CD107a	MIP1b	CD39	CD137	CD14	IFNg	CD127	IL-2	CD4	CD183	CD274	CD326	CD20	CD56	TNFa	CD3	Ki67	CD45	GZMB	CD95	CD279	CD45RA	File	PatientID	DAY
export_Ex_5-16-19 TIL105-58-001-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.135	1.166978535399	5.13637563460358	2.09996712614029	1.45701919437104	5.58606772794412	2.02344256814412	0.408126460268757	0	1.85948182324802	0.873994009288272	0.171461695843043	0	0	0	2.31362058888371	0	4.0782365184407	1.3924871011984	0	0	0.0515164701307663	0	0	4.11693890473742	0	4.75713537820009	0	0.784423793500354	0	3.32042014786318	export_Ex_5-16-19 TIL105-58-001-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs	105-58-001-D000	D000
export_Ex_5-23-19 TIL105-22-23-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.542408322857962	0	0.719234299163679	0	0.0799452082632054	0	0	0	0.678459422758439	0	0	0	0	0	0	export_Ex_5-23-19 TIL105-22-23-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs	105-22-23-D000	D000
export_Ex_5-24-19 TIL105-22-029-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.67	0.28175625438939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.300137896555572	0	0	0	0	0	0	0	0	0	0	0.885432460772436	0	0	0	export_Ex_5-24-19 TIL105-22-029-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs	105-22-029-D000	D000
export_Ex_5-24-19 TIL105-22-026-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.252	0.226648065766007	0	0	0	0.430548133418176	0	0	0	1.51400720721958	0.210796868931687	0.067011551956677	0	0	0	0	0.212900219092735	0	0.996379173802715	0.160755357524829	0	0.597053611805494	4.10066148970503	0.992284030889649	0	2.28156988734197	0	0.485178889193532	1.37027189511827	0	0	export_Ex_5-24-19 TIL105-22-026-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs	105-22-026-D000	D000
export_Ex_5-16-19 TIL105-58-001-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.43	0	0	0	0	0	0	0	0	0	0.0201819755869598	0	0	0	0	0	0	0	0	0	0	0	0.691643855730501	0	0	0	0	0	0	0	0	export_Ex_5-16-19 TIL105-58-001-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs	105-58-001-D000	D000
export_Ex_5-16-19 TIL105-58-002-D000_02_1_0_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.115	0	0	0	0	0	0	0	0	1.6395358219484	0.177364214159727	0	0	0	0.311601163058892	0.252920073626849	0.527712368994435	0	0	0	5.54332601321059	0.532011434893283	3.98118140493439	0	0	0	0.34711039184062	0.367725183148055	0	0	0.872855683964051	export_Ex_5-16-19 TIL105-58-002-D000_02_1_0_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs	105-58-002-D000	D000
export_Ex_5-23-19 TIL105-22-23-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.30	0	0	0	0.757814876852803	0	0	0.286043345785201	2.27911862649155	0	0	0	0.190361264794181	0	0	0	0	0	0	0	0	0	0	0.569389240923268	0.0826453350096463	1.93723960460472	0	0.268608491508689	0.825972487452687	0.112433637184812	0.195361679939367	export_Ex_5-23-19 TIL105-22-23-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs	105-22-23-D000	D000
export_Ex_5-23-19 TIL105-22-21-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.41593972809002	0.0308124361842848	0	0	0	0	0	0.472236704420693	export_Ex_5-23-19 TIL105-22-21-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs	105-22-21-D000	D000
export_Ex_5-16-19 TIL105-58-002-D000_02_1_0_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.9	0	0	0	1.67331205024839	0	0	0	0	3.3904831784795	0	0	0.233686864498451	0	1.23648802020998	0	0	0	0	0	6.31015078206428	0	0.0929262003876758	4.00385939350556	0.180105703104962	1.88732047813332	0	0	4.03159258576324	0.132273938472049	0	export_Ex_5-16-19 TIL105-58-002-D000_02_1_0_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs	105-58-002-D000	D000
export_Ex_5-24-19 TIL105-22-026-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.890560359086049	0	0	0.412809507949341	0	0	export_Ex_5-24-19 TIL105-22-026-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs	105-22-026-D000	D000
export_Ex_5-16-19 TIL105-58-001-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.70	0	3.55963497042138	0.600316278452154	0.730709927739284	0.0960071981940403	4.66182370726465	0.12097410632536	2.27238756453166	3.12344993978124	0	0	0	0	1.89275639701664	2.83301981244411	0	0	2.24200926701872	0	0	0.382077642274965	0	2.92261176751381	4.34172364016367	0.310562810604323	4.70922038579724	0.392226791720747	0.90918678495377	2.83969500727882	4.27227795854101	export_Ex_5-16-19 TIL105-58-001-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs	105-58-001-D000	D000
export_Ex_5-17-19 TIL105-58-005-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.29	0.434399161117044	0	0	0	0	0	0	0	0	0.836487365268289	0	0	0	0	0	0	0	0	0	0	0.191123832156568	0	0.537082446544228	0	0	0	0	0	0	0	export_Ex_5-17-19 TIL105-58-005-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs	105-58-005-D000	D000
export_Ex_5-23-19 TIL105-22-22-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.81	0	0	0	0	0	0	0	0.387632959536619	0	0.0604518091774886	0	0	0	0	0	0	0	0.511415810077473	0.14823271360099	0	0.328625740000719	0	0.302056693852486	0	0	0	0	0	0	0	export_Ex_5-23-19 TIL105-22-22-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs	105-22-22-D000	D000
export_Ex_5-24-19 TIL105-22-026-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.16	0.127337032668341	0	0	0	0	0	0	0	3.11075546921754	0	0	0	0	0.163782843882876	0	0.297727415117788	0	0	0.17711596029812	0	0	4.30729966051579	0	1.45099138443176	0.240075003492117	0	0	1.96089520041315	0.349316194100297	0	export_Ex_5-24-19 TIL105-22-026-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs	105-22-026-D000	D000
export_Ex_5-16-19 TIL105-58-002-D000_02_1_0_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.0299232108888	0	0	0	0	0	0	0	0	0	0	1.30856255640541	0	0	0	0	export_Ex_5-16-19 TIL105-58-002-D000_02_1_0_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs	105-58-002-D000	D000
export_Ex_5-24-19 TIL105-22-026-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.155	0.353357848592487	0	0	1.05638774719677	0	0	0	0	0	0.533088535143582	0	1.1459821358876	0.667812443655915	0	0	0	0	0	0	0.139006398221695	0	0	0	0	0.161124831664177	0	0	0	0	0	export_Ex_5-24-19 TIL105-22-026-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs	105-22-026-D000	D000
export_Ex_5-23-19 TIL105-22-23-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.252535847976532	0	0	0	0	0	0	0	0	export_Ex_5-23-19 TIL105-22-23-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs	105-22-23-D000	D000
export_Ex_5-22-19 TIL105-58-006-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.59	0.2711203113241	3.68241244769669	0.778481781190389	0.0445163071183339	1.13271897192854	3.82636343475785	0	0	4.2931257456853	3.57650573231883	0	0.110324924612931	0	0	3.04568190234373	0.247138187529969	0	0.688070692135393	0.081783576422937	0	0.178674406096197	0.333987670462688	2.9620623980623	3.62420748490413	0	4.64032013718692	0	2.00917815125751	0.442287918321587	0	export_Ex_5-22-19 TIL105-58-006-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs	105-58-006-D000	D000
export_Ex_5-23-19 TIL105-22-21-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.34	1.43504562043186	5.01270687760925	1.66071609446139	0.648780727863514	4.98028967351654	5.62962001768691	1.35158080591008	0	3.85287105435221	1.09904152098905	0.235202559524564	0.595364049714884	0.663239378395554	0	0.575697776359865	0.209316058454023	0	0.00764482174425456	0	0	0.990965623739295	0	0	4.29769323774512	1.26184128264893	4.74923367463937	0	0.0847054162324025	0	3.75396317196103	export_Ex_5-23-19 TIL105-22-21-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs	105-22-21-D000	D000
export_Ex_5-16-19 TIL105-58-002-D000_02_1_0_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.80	0	0	0	1.82897169601116	0	0	0	0	2.6597193724789	1.23720575913769	0	0	0	0	0.440320632127469	0.534577422292958	0	0	0	6.12181776232205	0	1.86136683837763	3.08743882184384	0	0.643845314722366	1.1508734963802	0.112330422602819	2.93417356425465	0	0	export_Ex_5-16-19 TIL105-58-002-D000_02_1_0_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs	105-58-002-D000	D000
export_Ex_5-16-19 TIL105-58-002-D000_02_1_0_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.54	0	0	0	1.6711451153764	0	0	0	0	3.01907554185176	0.115851867150394	0	0	0	0	0	0.000856999854892918	0	0	0.0768557148568206	6.32803980294656	0	2.12385472731815	0	0	0	0	0	1.45372435518356	0	0	export_Ex_5-16-19 TIL105-58-002-D000_02_1_0_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs	105-58-002-D000	D000
export_Ex_5-17-19 TIL105-58-005-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.8	0.321736564690232	0	0	0	0	0	0	0	2.7709779124839	0	0	0	0	0	0.0456123515524936	0	0	0.01227209609346	0	4.77113824268651	0	1.82320323905742	0.680137673821916	0	0.0449539960045542	0.000844666727030475	0	2.44490540762019	0	0	export_Ex_5-17-19 TIL105-58-005-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs	105-58-005-D000	D000
export_Ex_5-23-19 TIL105-22-23-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.18	0.0689678839524667	0	0.074081222085245	0.116787888992989	0.0620521292454965	0	0	0.274523261522888	0	0.517517879657038	0.656458831350413	0	0.149759212298651	0.0736306661455865	0	0.550215106857583	0	0	0	1.08530484566363	0.970546207620867	1.85752077405819	0	0	0.26956718238943	0.280029233523691	0	0	0	0	export_Ex_5-23-19 TIL105-22-23-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs	105-22-23-D000	D000
export_Ex_5-23-19 TIL105-22-21-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.79	0	0	0	0	0.280710847633305	0	0	0	0.435634885022205	0	0.551193409868906	0	0	0.131275019344461	0	0.913844794200982	0	0.509430473642466	0	0	0.467872062641365	0	0.604495207808675	0	0.951589990596063	0	0	0	0	0.0519623179842368	export_Ex_5-23-19 TIL105-22-21-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs	105-22-21-D000	D000
export_Ex_5-24-19 TIL105-22-026-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.265	0	0	0	0	0.102418138300993	0	0	0	2.85889596228097	0	0	0	0	0	0	1.6729565467203	0	0	0.367944920062317	0.515322053984447	0	5.02641777376855	0.991606612438147	0	1.01033727333574	0	0.090543880347541	4.12795353668033	0	0	export_Ex_5-24-19 TIL105-22-026-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs	105-22-026-D000	D000
export_Ex_5-23-19 TIL105-22-23-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.54	0	0	0	1.07884424279045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12244408136898	0	0.0952506294713616	0.661576610953112	0.129933617645582	0	0.198165169382633	0	0	0	0	export_Ex_5-23-19 TIL105-22-23-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs	105-22-23-D000	D000
export_Ex_5-23-19 TIL105-22-21-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.78	0	0	0	0.0105683274223292	0.38137536271951	0	0	0.587467049064284	0	0.0865372799160274	0.497834313995394	1.17171629676697	0.162035125799816	0	0.0479225410031007	0.523457376948689	0	0	0.0160664262391267	0.559456010196668	2.18733662361906	0.29198556529518	1.42507186575231	0	0	0	0	0.477025527000925	0	1.52410035501258	export_Ex_5-23-19 TIL105-22-21-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs	105-22-21-D000	D000
export_Ex_5-16-19 TIL105-58-002-D000_02_1_0_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.242	0	0	0	0.865042692544194	0.0183557692807057	0	0.23651105780046	0	3.47203683775578	0.89184845390474	0	0	0	0.0291806589354639	0	0	0.15201208450275	0	0	3.75794970425421	0	0.514529193746504	1.59951861236339	0	0.893782025511448	0	0	1.49967022264314	0	0.500589202607281	export_Ex_5-16-19 TIL105-58-002-D000_02_1_0_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs	105-58-002-D000	D000
export_Ex_5-22-19 TIL105-58-008-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.10	1.17085623603915	0	0	0.477270864903051	0.207118653312392	0	0	0	0	0.8900059172916	0	0	0	0	0	0	0	0	0	0	0	0	0.124900557939356	0	0.740056678340047	0	0	0	0	0	export_Ex_5-22-19 TIL105-58-008-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs	105-58-008-D000	D000
export_Ex_5-16-19 TIL105-58-002-D000_02_1_0_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.249	1.211134147604	0	0	0.249887228202146	0.0614834536214139	0	0	0	3.73148162581759	1.4854127798815	0.156356138507872	0	0.353105196644448	0.535747090495977	0.0056595697613447	0.109268832130605	0	0	0.185774179302289	5.11695333820721	0	4.9315684886248	0.664226839809439	0	1.25189665613682	0	0	2.95943445341164	0	0.796376917099838	export_Ex_5-16-19 TIL105-58-002-D000_02_1_0_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs	105-58-002-D000	D000
export_Ex_5-24-19 TIL105-22-029-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.81	0	0	0	0	0.500509639025673	0	0.597627656595137	0	2.99284150733813	0.48118064797589	0	0	0	0	0	0	0	0.148978639601947	0.439709119099296	3.31755165022047	0	0.380955059312036	0	0	0	0	0	0.00371283371060525	0	2.43328066490142	export_Ex_5-24-19 TIL105-22-029-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs	105-22-029-D000	D000
export_Ex_5-22-19 TIL105-58-007-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.49	0.126339359550301	0	0	2.05967049508331	0	0	0	0.0371725179894892	0.372689143231061	0	0	0	0.00467293312706467	0	0.56693669454433	0.263028720258903	0	0	0	0	0.505223889888104	1.69323279708885	0	0.0729995286960542	0	1.0896990785157	0	0.25174998099079	0	0	export_Ex_5-22-19 TIL105-58-007-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs	105-58-007-D000	D000
export_Ex_5-24-19 TIL105-22-026-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.61	0	0	0.12120638530091	0	0.0533987868603824	0.00634499405197722	0	0	2.77110663991525	0	0.30539461521658	0.0656480089416524	0	0.264289761419428	0	0.179257278553	0	0	1.13558230642329	0.497001202608605	0	4.85988025003397	0.47528154286633	0.396373188716571	0.747652088437504	0	0	3.61912486521377	0.186813877127427	0	export_Ex_5-24-19 TIL105-22-026-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs	105-22-026-D000	D000
export_Ex_5-23-19 TIL105-22-22-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	export_Ex_5-23-19 TIL105-22-22-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs	105-22-22-D000	D000
export_Ex_5-23-19 TIL105-22-21-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.73	0	0	0	0	0	0	0	0.372341470324914	0	0.0351560529788866	0	0	0	0	0	0	0	0.137684201689901	0	1.36581385224402	0.364528277677627	0.29872227905688	0	0.598076868301941	0	0	0	0	0	0	export_Ex_5-23-19 TIL105-22-21-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs	105-22-21-D000	D000
export_Ex_5-23-19 TIL105-22-21-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142408795801119	0	0	0.208000408485533	0	0	0	0	export_Ex_5-23-19 TIL105-22-21-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs	105-22-21-D000	D000
export_Ex_5-23-19 TIL105-22-21-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.31	0	0	0	0	0	0	0	0	0	0	0	0.648676113348028	0.0893112133663505	0	0.754072298254517	0	0.342593534366509	0	0	0.0269425577454294	0	0	0	0	0	0.954600688031898	0	0	0	0	export_Ex_5-23-19 TIL105-22-21-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs	105-22-21-D000	D000
export_Ex_5-23-19 TIL105-22-21-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.89	0.0898532334235023	3.81980603264608	0	0.558980068793223	0	0	0	0	1.37038695492203	1.67098693987159	0	0.237476219525291	0.419665368490659	3.0725905851117	3.391578025804	1.88613661528205	4.49164754190797	1.5345364760177	0.30640732420387	0	0	0	3.97688393206085	3.47559519958333	1.29210462623598	4.57541369832712	0	3.48712542761689	0.484080896469009	2.13601255729061	export_Ex_5-23-19 TIL105-22-21-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs	105-22-21-D000	D000
export_Ex_5-24-19 TIL105-22-024-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.116	0.0075149260933166	0	0	0	0	0.808768826135093	0	0	0.852718921322269	4.12290910046835	0	0	0	0.389953368795919	0	0	0.413520831289661	0	0	0	0.0791686641669878	1.17557261169496	0.393336824462185	0.166853107942562	0	3.86506252537355	3.78133699914534	1.68073089775591	0	2.79752370540849	export_Ex_5-24-19 TIL105-22-024-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs	105-22-024-D000	D000
export_Ex_5-24-19 TIL105-22-024-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.9	0	0	0	0	0	0	0	0	0	1.65666999433554	0	0.276396980503274	0	0	0	0	0	0.178503428159464	0	0.195817538878517	0	0	0.105308474403972	0	0	0	0.355962183918835	0	0	0.822561203699738	export_Ex_5-24-19 TIL105-22-024-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs	105-22-024-D000	D000
export_Ex_5-24-19 TIL105-22-024-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.13	0	0	0	0.797324628632029	0.676933580324842	0	0.69211754293257	1.50687731265733	0.390399973572497	1.77251805550204	0.168584155962083	1.05741677732969	0	0.511576481514507	0.95650004732625	0.167895125500719	0	0	0.267054428956808	1.62550630698564	1.41132401957644	0.000927261409650181	1.11057957632379	1.31021509170432	0.848009541070691	1.24425613526781	0	0.592534224423539	0	2.19265958616081	export_Ex_5-24-19 TIL105-22-024-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs	105-22-024-D000	D000
export_Ex_5-24-19 TIL105-22-024-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.49	0	0.002385814459721	0.217288006126655	0.149560455478701	2.21338352656302	0	2.46002625336895	0	2.90281960304196	2.12618563453205	2.54566671534477	0	4.25684798228824	0.021909988778128	0	0.256695926478851	0	0	1.48381548902071	0.0362371734466656	0	0.0804989051470647	0	0	0	5.27255770967503	0.885406639832108	2.89502677281185	0	2.15301560051866	export_Ex_5-24-19 TIL105-22-024-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs	105-22-024-D000	D000
export_Ex_5-24-19 TIL105-22-024-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.96	0	0	0	0	0	0	0	0	0	0.179982640624011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	export_Ex_5-24-19 TIL105-22-024-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs	105-22-024-D000	D000
export_Ex_5-24-19 TIL105-22-026-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.3	0	0	0	0	0	0	0.431893781430043	0	4.57637957395352	0.0562323882991129	1.21875907111732	0	0	0	0	0.484796075654905	0	0	0	0	0.11914524561463	4.47548457453837	1.06760268784183	0.615314107276861	0	0.987602040455479	0	4.1908602393665	0	0	export_Ex_5-24-19 TIL105-22-026-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs	105-22-026-D000	D000
export_Ex_5-24-19 TIL105-22-029-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.65	3.28655939070818	0.0150640065302271	0.739749621690105	0	0	0	0	0	0	0	0.343638828192034	0	0	0	0	0	0	0	0	0	0.576883410964095	0	0	0	0	0	0.0789214576937516	0	0	0	export_Ex_5-24-19 TIL105-22-029-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs	105-22-029-D000	D000
export_Ex_5-17-19 TIL105-58-004-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.6	0	0.0121698810157935	0.226660244728553	1.46690563482993	0.375290285576042	0	0	0	0.652881092494201	0.0557228935177827	0	0.379585479963822	0	0.688370188328988	3.69501771667667	0.308113706473221	3.03791835672075	2.14817589701597	0	0.0226391854241627	0.101859969990936	0	0	3.74954420095002	0	4.65735447974754	0	2.69530463662308	0.154250278570178	0	export_Ex_5-17-19 TIL105-58-004-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs	105-58-004-D000	D000
export_Ex_5-16-19 TIL105-58-002-D000_02_1_0_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.139	0	0	1.26193716984244	0.429342983833562	1.42275098121184	0	1.17293993451654	0	2.83105135363047	1.65821145207442	1.37247430650156	0	0	0	0.624463473445113	0.788034399258526	0	0.701484157720229	0	0	0.0823098297704229	0.0585399598842057	0	0	0	3.55159193314158	0	1.96479889085835	0	1.14058936602836	export_Ex_5-16-19 TIL105-58-002-D000_02_1_0_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs	105-58-002-D000	D000
export_Ex_5-24-19 TIL105-22-026-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.101	0	0	0	0	0	0.00480927870960219	0	0	4.0334087272482	0.558063322691781	0	0	0	0.548321970683575	0	0	0	0	0.147449264613436	0.0165505870014065	0	4.87215643814225	0.312296429059781	0.455987637936592	0.636223518007696	0	0.747576397957484	3.48850149510839	0	0	export_Ex_5-24-19 TIL105-22-026-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs	105-22-026-D000	D000
export_Ex_5-16-19 TIL105-58-002-D000_02_1_0_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.81	0	0	0	0.225113461784686	0	0	0	0	3.38722451838595	0	0.0716804024539289	0	0	0	0	0	0	0.126361853367179	0	7.00922200558324	0	4.87301302205944	0	0	0	0	0	0.153298262237886	0	0	export_Ex_5-16-19 TIL105-58-002-D000_02_1_0_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs	105-58-002-D000	D000
export_Ex_5-22-19 TIL105-58-006-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.18	0	0	0	0	0	0	0	0	0.160947617187176	0.159727103334665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	export_Ex_5-22-19 TIL105-58-006-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs	105-58-006-D000	D000
export_Ex_5-24-19 TIL105-22-026-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.154	0.154107615119232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.425458110057635	0	0	0	0	0	0	0	0	0.913896975835184	0	0.563201624044363	0	0	0	export_Ex_5-24-19 TIL105-22-026-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs	105-22-026-D000	D000
export_Ex_5-24-19 TIL105-22-024-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.107	0	0.264536941066988	0	0	0	0	0.663562267618518	0	0	0	0.327386290387775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	export_Ex_5-24-19 TIL105-22-024-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs	105-22-024-D000	D000
export_Ex_5-24-19 TIL105-22-026-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.230	0	0	0	0.858367889166582	0	0	0	0	0	0	1.56803440561037	1.21962423842219	0	0	0.0861901266235862	0.438440798507971	0	0	0	0.134763607545716	1.69806753216739	0.140314494830621	0	0.975892401563131	0	0.335150886194718	0	0.33460317191961	0	0.120880106521387	export_Ex_5-24-19 TIL105-22-026-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs	105-22-026-D000	D000
export_Ex_5-17-19 TIL105-58-003-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs.48	0.0266324894102333	0	0	0.521837779315877	2.16607635742258	0	0	0	2.05898733682902	0.153616598178805	0.237005885615297	0.0172445929349726	0	0	0	0	0	0.183094791973106	2.23338099728536	3.32121746106536	0	0	0	0	0	0	0.451680940950239	0.0398061375881917	0.0490644091858018	3.44222390756447	export_Ex_5-17-19 TIL105-58-003-D000_01_1_Live Singlets_89Y_CD45, 143Nd_CD127 subset.fcs	105-58-003-D000	D000
