"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ID","Gene"
"1","ENSMUSG00000000001.4",2259.06440563282,-0.0348589310079301,0.0867662379633727,-0.401756856424332,0.687862976487283,0.849501076729525,"ENSMUSG00000000001.4","GNAI3"
"2","ENSMUSG00000000028.15",75.7992722129514,-0.17558060481186,0.352619097868424,-0.497932771858476,0.618531427639621,0.805144855673674,"ENSMUSG00000000028.15","CDC45"
"3","ENSMUSG00000000031.16",287.289724648629,-0.978756795356028,1.23044002716379,-0.795452662257828,NA,NA,"ENSMUSG00000000031.16","H19"
"4","ENSMUSG00000000049.11",11.9387200757233,-5.08064651882734,2.12692433642975,-2.38872931763792,NA,NA,"ENSMUSG00000000049.11","APOH"
"5","ENSMUSG00000000056.7",539.622882810381,0.114958019006829,0.143559357318473,0.80076994738703,0.423264840062178,0.674491204288807,"ENSMUSG00000000056.7","NARF"
"6","ENSMUSG00000000058.6",281.745878176437,0.0488026855040585,0.217887068932103,0.223981559544804,0.822771652081288,0.920408695340259,"ENSMUSG00000000058.6","CAV2"
"7","ENSMUSG00000000078.7",3227.25050508157,-0.774283675342405,0.205382529435438,-3.76995880550688,0.000163274495057232,0.00932333206683422,"ENSMUSG00000000078.7","KLF6"
"8","ENSMUSG00000000085.16",564.318699498232,-0.0988922416242078,0.142250700186957,-0.695196870695438,0.486931933175334,0.719101554548921,"ENSMUSG00000000085.16","SCMH1"
"9","ENSMUSG00000000088.7",494.934843215301,-0.167487279888994,0.229121443229055,-0.730997839087263,0.464780472842111,0.704156971067891,"ENSMUSG00000000088.7","COX5A"
"10","ENSMUSG00000000093.6",256.60884515039,-1.00141339806367,0.336789744825377,-2.97340822709105,0.00294512463391199,0.0559305139091009,"ENSMUSG00000000093.6","TBX2"
"11","ENSMUSG00000000094.12",4.25348826011359,2.09068193733189,1.1288549436489,1.8520377211389,0.064020406449015,NA,"ENSMUSG00000000094.12","TBX4"
"12","ENSMUSG00000000120.6",6.20039314070729,0.588761053637406,0.845803764441296,0.696096515988337,0.486368388261394,NA,"ENSMUSG00000000120.6","NGFR"
"13","ENSMUSG00000000126.11",209.586675151183,-0.112940028571554,0.192223983713337,-0.587543897435719,0.55683847749431,0.767128479249189,"ENSMUSG00000000126.11","WNT9A"
"14","ENSMUSG00000000127.15",447.27028757613,-0.156437371663584,0.129824812566282,-1.20498823430779,0.228207844003676,0.504015916271779,"ENSMUSG00000000127.15","FER"
"15","ENSMUSG00000000131.15",1724.01590828496,-0.18399988367887,0.138519692907961,-1.32833014437253,0.184069065531554,0.451661608981398,"ENSMUSG00000000131.15","XPO6"
"16","ENSMUSG00000000134.17",378.832024581331,0.306835641915455,0.129675812438102,2.36617481815984,0.0179729554229445,0.146262629912797,"ENSMUSG00000000134.17","TFE3"
"17","ENSMUSG00000000142.15",1338.81468273925,0.457081155408981,0.170683024929378,2.67795321531303,0.00740735640282919,0.0938955203761248,"ENSMUSG00000000142.15","AXIN2"
"18","ENSMUSG00000000148.17",334.736871054596,0.143352829595085,0.168411872819456,0.851203820699534,0.394656140793612,0.652619258001423,"ENSMUSG00000000148.17","BRAT1"
"19","ENSMUSG00000000149.10",2117.06973798227,-0.461695940859771,0.176744805184135,-2.61221788317212,0.00899569027951198,0.102644220689337,"ENSMUSG00000000149.10","GNA12"
"20","ENSMUSG00000000154.16",8.89425112902537,0.818442918177383,0.795563908915751,1.02875822923241,0.303593299752421,NA,"ENSMUSG00000000154.16","SLC22A18"
"21","ENSMUSG00000000167.14",7.7098826080519,1.43867647475604,0.814340521387567,1.76667676109824,0.0772823774046018,NA,"ENSMUSG00000000167.14","PIH1D2"
"22","ENSMUSG00000000168.9",472.490755972895,0.00707512093599374,0.183239302065286,0.0386113724307515,0.969200235166557,0.988751039736204,"ENSMUSG00000000168.9","DLAT"
"23","ENSMUSG00000000171.5",678.711040338497,-0.157630815205572,0.114165223622433,-1.38072532251055,0.167363432264302,0.431995884027045,"ENSMUSG00000000171.5","SDHD"
