"","Row.names","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ID","Gene"
"1","ENSMUSG00000000001.4",2264.57701163749,-0.00883667057642285,0.05551987576602,-0.159162290161881,0.873541013168771,0.974798320585991,"ENSMUSG00000000001.4","GNAI3"
"2","ENSMUSG00000000028.15",75.3354671237914,-0.128156537671759,0.279108369065148,-0.459164080607865,0.646116342511599,0.927343358022198,"ENSMUSG00000000028.15","CDC45"
"3","ENSMUSG00000000031.16",214.502315721872,-2.35412468347673,0.883100183352343,-2.66575041864471,0.00768166976447943,0.389164467284489,"ENSMUSG00000000031.16","H19"
"4","ENSMUSG00000000037.17",1.68865774208351,3.68527776583266,2.16515468556302,1.70208520915648,0.0887393961739443,NA,"ENSMUSG00000000037.17","SCML2"
"5","ENSMUSG00000000049.11",12.0902768593168,-1.33342594604077,1.27174075957217,-1.04850452893352,NA,NA,"ENSMUSG00000000049.11","APOH"
"6","ENSMUSG00000000056.7",522.591406272211,-0.0215648967729005,0.122164945376142,-0.17652278815746,0.859883247414001,0.97335248377656,"ENSMUSG00000000056.7","NARF"
"7","ENSMUSG00000000058.6",280.237931266932,0.0194338512038587,0.169115866067857,0.114914417291048,0.908512957454492,0.98103643105525,"ENSMUSG00000000058.6","CAV2"
"8","ENSMUSG00000000078.7",3503.58744678885,-0.141394109591943,0.241025141560295,-0.586636351198124,0.557447963344486,0.898826973443576,"ENSMUSG00000000078.7","KLF6"
"9","ENSMUSG00000000085.16",560.536571114472,-0.0801948684544487,0.113103165401344,-0.709041768812384,0.478298557141441,0.876225439479855,"ENSMUSG00000000085.16","SCMH1"
"10","ENSMUSG00000000088.7",486.564308486162,-0.158107249958637,0.168098428050197,-0.940563524552556,0.34692858149446,0.83173309680047,"ENSMUSG00000000088.7","COX5A"
"11","ENSMUSG00000000093.6",290.701352698001,-0.0911019637849191,0.252308447763177,-0.361073775343541,0.718044296922745,0.944487389544358,"ENSMUSG00000000093.6","TBX2"
"12","ENSMUSG00000000094.12",4.27018346229878,1.649162437481,1.17439903270769,1.40426072531642,0.160241224916113,NA,"ENSMUSG00000000094.12","TBX4"
"13","ENSMUSG00000000120.6",10.5760554745708,1.66763289145503,0.707654765632443,2.35656279367332,0.0184449488637545,0.504594741856113,"ENSMUSG00000000120.6","NGFR"
"14","ENSMUSG00000000126.11",218.267264091011,0.0640083286557373,0.188238481221459,0.340038488625675,0.733827543321851,0.947941543721419,"ENSMUSG00000000126.11","WNT9A"
"15","ENSMUSG00000000127.15",480.526859762949,0.137997196233332,0.0882890506414727,1.56301597118442,0.11804883828443,0.727671445624924,"ENSMUSG00000000127.15","FER"
"16","ENSMUSG00000000131.15",1728.46397597119,-0.100939794913445,0.114563818739749,-0.881079175116767,0.37827496786109,0.842168584598854,"ENSMUSG00000000131.15","XPO6"
"17","ENSMUSG00000000134.17",367.890406149956,0.120369095626353,0.0910387988418775,1.32217359145323,0.186110352783991,0.763869318529864,"ENSMUSG00000000134.17","TFE3"
"18","ENSMUSG00000000142.15",1322.88811709047,0.28047636910658,0.139039116525671,2.01724792357117,0.0436696471775213,0.620214081324275,"ENSMUSG00000000142.15","AXIN2"
"19","ENSMUSG00000000148.17",345.2462562407,0.195593854317217,0.137419508922037,1.42333396365275,0.154639365733192,0.743770226626079,"ENSMUSG00000000148.17","BRAT1"
"20","ENSMUSG00000000149.10",2225.48188726985,-0.0978729184001891,0.131233121838972,-0.74579433171058,0.455791664580064,0.867945086426038,"ENSMUSG00000000149.10","GNA12"
"21","ENSMUSG00000000154.16",8.0625667110036,0.301150957349783,0.597966830928203,0.503624853041291,0.614525024487888,0.920577758200957,"ENSMUSG00000000154.16","SLC22A18"
"22","ENSMUSG00000000157.16",1.91029316954422,1.14219725739352,1.98206625477123,0.576265931900119,0.56443544645547,NA,"ENSMUSG00000000157.16","ITGB2L"
"23","ENSMUSG00000000167.14",8.76351127332261,1.35832011173932,0.60325567661848,2.25164911725873,0.0243444545193858,0.545673688609978,"ENSMUSG00000000167.14","PIH1D2"
"24","ENSMUSG00000000168.9",451.54548875447,-0.141503776969738,0.141054708332848,-1.00318364868637,0.315772260823326,0.824101014254208,"ENSMUSG00000000168.9","DLAT"
"25","ENSMUSG00000000171.5",662.384992657655,-0.177440809043572,0.0901554682903793,-1.96816468716083,0.0490490919102804,0.637217195434187,"ENSMUSG00000000171.5","SDHD"
"26","ENSMUSG00000000183.6",1.41547478936744,-2.97527281594195,2.44129882395901,-1.21872537140578,0.22294844491264,NA,"ENSMUSG00000000183.6","FGF6"
"27","ENSMUSG00000000184.12",8299.57644387391,0.202893442948258,0.180045205581773,1.12690278140235,0.259783587266768,0.797055374410239,"ENSMUSG00000000184.12","CCND2"
"28","ENSMUSG00000000194.13",766.549775641659,-0.0628034345715709,0.121538409399577,-0.51673734156825,0.605339525250612,0.916562409637248,"ENSMUSG00000000194.13","GPR107"
"29","ENSMUSG00000000197.8",3.0850007751045,0.375875856383278,1.05991802762517,0.35462728870218,0.722868829773196,NA,"ENSMUSG00000000197.8","NALCN"
